CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,ΚΑΤΗΓΟΡΙΑ
3,89016715,ΠΑΠΑΔ/ΛΟΥ ΧΩΡΙΑΝΟ ΨΩΜΙ ΟΛΙΚ ΣΙΚΑΛΗ 500ΓΡ,1.65,3.3,89016715_1.jpg,0,Ψωμί Φραντζόλα,Kg,,marketin,08-01-2025,14-01-2025,
4,89001288,ELITE ΦΡΥΓΑΝΙΕΣ ΟΛ.ΑΛΕΣΗΣ ΚΟΥΤ 90ΓΡ 3+1Δ,1.45,4.03,89001288_1.jpg,0,Φρυγανιές,Kg,,marketin,08-01-2025,14-01-2025,
4,89088920,FORMA ΦΡΥΓΑΝΙΕΣ ΣΙΤΟΥ ΟΙΚ ΣΥΣΚ/ΣΙΑ 500ΓΡ,1.15,2.3,transparent.png,0,Φρυγανιές,Kg,,marketin,08-01-2025,14-01-2025,
5,89027747,ΜΦΒ ΜΑΚΑΡΟΝΙΑ ΣΠΑΓΓΕΤΙ Ν6 500ΓΡ,0.69,1.38,89027747_1.jpg,0,Μακαρόνια Νο 6,Kg,,marketin,08-01-2025,14-01-2025,
6,14304049,ΧΟΙΡΙΝΟ ΡΟΛΟ ΓΕΜΙΣΤΟ ΝΩΠΟ ΕΕ ΤΟ ΚΙΛΟ,5.99,5.99,14304049_1.jpg,0,Νωπό Χοιρινό,Kg,,marketin,08-01-2025,14-01-2025,
7,14303021,ΠΙΝΔΟΣ ΜΠΟΥΤΙ ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ ΕΛΛΗΝ ΚΙΛΟ,3.49,3.49,14303021_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,marketin,08-01-2025,14-01-2025,
7,89025559,ΑΡΤΑΣ ΜΠΟΥΤΙ ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ ΕΛΛΗΝ ΚΙΛΟ,3.49,3.49,89025559_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,marketin,08-01-2025,14-01-2025,
8,89013600,TOSTAKI ΓΑΛΟΠΟΥΛΑ ΒΡΑΣΤΗ ΤΟ ΚΙΛΟ,6.99,6.99,89013600_1.jpg,0,Γαλοπούλα,Kg,,marketin,08-01-2025,14-01-2025,
8,89019174,TOSTAKI ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ ΤΟ ΚΙΛΟ,6.99,6.99,89019174_1.jpg,0,Γαλοπούλα,Kg,,marketin,08-01-2025,14-01-2025,
9,89054407,KOLYMBI ΠΑΓΚΑΣΙΟΣ ΦΙΛ ΚΤΨ 220+ΒΙΕΤ 800ΓΡ,3.99,4.99,89054407_1.jpg,0,Ψάρια Κατεψυγμένα,Kg,,marketin,08-01-2025,14-01-2025,
10,89023939,ΜΦΒ ΓΑΛΑ ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ 3.5% 1L,1.19,1.19,89023939_1.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,marketin,08-01-2025,14-01-2025,
11,89023940,ΜΦΒ ΓΑΛΑ ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ 1.5% 1L,1.19,1.19,89023940_1.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,marketin,08-01-2025,14-01-2025,
12,89047442,ΜΦΒ ΓΑΛΑ ΣΥΜΠΥΚΝΩΜΕΝΟ 7.5% 410ΓΡ,0.95,2.32,89047442_1.jpg,0,Γάλα Εβαπορέ,lt,,marketin,08-01-2025,14-01-2025,
12,89047443,ΜΦΒ ΓΑΛΑ ΣΥΜΠΥΚΝΩΜΕΝΟ 4% 410ΓΡ,0.95,2.32,89047443_1.jpg,0,Γάλα Εβαπορέ,lt,,marketin,08-01-2025,14-01-2025,
13,89025331,ΜΑΝΔΡΕΚΑΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΠΛΗΡΕΣ 200ΓΡ,0.39,1.95,89025331_1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,marketin,08-01-2025,14-01-2025,
13,89034559,ΚΟΛΙΟΣ TODAY ΕΠ.ΓΙΑΟΥΡΤΙΟ 5% 850ΓΡ-0.80Ε,1.89,2.22,89034559_1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,marketin,08-01-2025,14-01-2025,
13,89041155,ΚΟΛΙΟΣ CUISINE ΣΤΡΑΓΓΙΣΤΟ ΕΔΕΣΜΑ 2Χ150ΓΡ,0.99,3.3,89041155_1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,marketin,08-01-2025,14-01-2025,
14,89025333,ΜΑΝΔΡΕΚΑΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΕΛΑΦ 2% 200Γ,0.39,1.95,89025333_1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,marketin,08-01-2025,14-01-2025,
14,89034561,ΚΟΛΙΟΣ TODAY ΕΠ.ΓΙΑΟΥΡΤΙΟ 2% 850ΓΡ-0.80Ε,1.89,2.22,89034561_1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,marketin,08-01-2025,14-01-2025,
15,89067434,ΜΦΒ ΦΕΤΑ ΠΟΠ ΜΕΣΟΤΟΠΟΥ ΛΕΣΒΟΥ ΚΙΛΟ,8.99,8.99,89067434_1.jpg,0,Τυρί Φέτα,kg,,marketin,08-01-2025,14-01-2025,
16,12208006,ΓΚΟΥΝΤΑ ΓΕΡΜΑΝΙΑΣ ΦΡΑΤΖΟΛΑ ΤΟ ΚΙΛΟ,6.79,6.79,12208006_1.jpg,0,Τυρί Γκούντα,kg,,marketin,08-01-2025,14-01-2025,
17,89051656,ΜΦΒ ΓΚΟΥΝΤΑ LIGHT 30% ΤΟΣΤ ΤΟ ΚΙΛΟ,7.99,7.99,89051656_1.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,marketin,08-01-2025,14-01-2025,
18,89011906,ECONOMY ΧΥΜΟΣ ΤΟΜΑΤΑΣ PASSATA 500ΓΡ,0.49,0.98,89011906_1.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,marketin,08-01-2025,14-01-2025,
18,89071150,ΜΦΒ PASSATA ΧΥΜΟΣ ΤΟΜΑΤΑΣ 500ΓΡ,0.59,1.18,89071150_1.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,marketin,08-01-2025,14-01-2025,
19,89005866,ECONOMY ΑΥΓΑ 10ΑΔΑ 53-63ΓΡ,1.99,0.2,89005866_1.jpg,1,Αυγά,τμχ,,marketin,08-01-2025,14-01-2025,
20,89078278,ΜΦΒ ΜΑΡΓΑΡΙΝΗ ΚΛΑΣΙΚΗ SOFT 60% 250ΓΡ,0.85,3.4,89078278_1.jpg,0,Μαργαρίνες,kg,,marketin,08-01-2025,14-01-2025,
21,89069331,ECONOMY ΕΛΑΙΟΛΑΔΟ ΠΑΡΘΕΝΟ 1L,8.49,8.49,89069331_1.jpg,1,Παρθένο Ελαιόλαδο,lt,,marketin,08-01-2025,14-01-2025,
22,89019410,ECONOMY ΗΛΙΕΛΑΙΟ ΡΑΦΙΝΑΡΙΣΜΕΝΟ 5L,8.49,1.7,89019410_1.jpg,1,Ηλιέλαιο,lt,,marketin,08-01-2025,14-01-2025,
23,89032669,ECONOMY ΑΡΑΚΑΣ ΚΤΨ 750ΓΡ,1.79,2.39,89032669_1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,marketin,08-01-2025,14-01-2025,
23,89033610,ECONOMY ΦΑΣΟΛΑΚΙ ΣΤΡΟΓΓΥΛΟ ΚΤΨ 750ΓΡ,1.69,2.25,89033610_1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,marketin,08-01-2025,14-01-2025,
24,10801001,ΖΑΧΑΡΗ ΕΙΣΑΓΩΓΗΣ ΚΡΥΣΤΑΛΛΙΚΗ 1ΚΙΛ,0.75,0.75,10801001_1.jpg,0,Λευκή Ζάχαρη,kg,,marketin,08-01-2025,14-01-2025,
25,11901015,ΓΙΩΤΗΣ ΚΡΕΜΑ ΦΑΡΙΝ ΛΑΚΤΕ 300ΓΡ,2.39,7.97,11901015_1.jpg,0,Κρέμες για βρέφη,kg,,marketin,08-01-2025,14-01-2025,
26,89079777,NAN ΒΡΕΦΙΚΟ ΓΑΛΑ 1+ 1L,2.49,2.49,89079777_1.jpg,0,Γάλα για βρέφη,kg,,marketin,08-01-2025,14-01-2025,
27,89027437,ΜΦΒ ΚΑΦΕΣ ΕΛΛΗΝΙΚΟΣ 96ΓΡ,1.05,10.94,89027437_1.jpg,0,Ελληνικός Καφές,kg,,marketin,08-01-2025,14-01-2025,
28,89054459,ECONOMY ΚΑΦΕΣ ΣΤΙΓΜΙΑΙΟΣ 200ΓΡ,4.99,24.95,89054459_1.jpg,1,Στιγμιαίος Καφές,kg,,marketin,08-01-2025,14-01-2025,
29,89053256,ECONOMY ΚΑΦΕΣ ΦΙΛΤΡΟΥ GOLD 500ΓΡ,5.99,11.98,89053256_1.jpg,1,Γαλλικός Καφές,kg,,marketin,08-01-2025,14-01-2025,
30,89054328,ΜΦΒ ΦΡΟΥΚΤΟΖΗ 200ΓΡ,0.95,4.75,89054328_1.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,marketin,08-01-2025,14-01-2025,
32,89023921,ΜΦΒ ΦΑΚΕΣ ΨΙΛΕΣ ΕΛΛΗΝΙΚΕΣ 500ΓΡ,1.39,2.78,89023921_1.jpg,0,Φακές,kg,,marketin,08-01-2025,14-01-2025,
32,89029592,ECONOMY ΦΑΚΕΣ ΨΙΛΕΣ ΕΙΣ.500ΓΡ,1.09,2.18,89029592_1.jpg,1,Φακές,kg,,marketin,08-01-2025,14-01-2025,
33,13304271,ECONOMY ΧΥΜΟΣ ΝΕΚΤΑΡ ΠΜΒ 1L,0.79,0.79,13304271_1.jpg,1,Χυμός Πορτοκάλι,lt,,marketin,08-01-2025,14-01-2025,
35,89018850,ECONOMY ΥΓΡΟ ΠΛΥΝΤΗΡΙΟΥ ΡΟΥΧΩΝ 30ΜEZ,3.5,0.12,89018850_1.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,marketin,08-01-2025,14-01-2025,
35,89071019,ECONOMY ΣΚΟΝΗ ΠΛΥΝΤΗΡΙΟΥ ΡΟΥΧΩΝ 40MEZ,3.99,0.1,89071019_1.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,marketin,08-01-2025,14-01-2025,
36,89006121,ECONOMY ΧΛΩΡΙΟ REGULAR 2LT,0.95,0.48,89006121_1.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,marketin,08-01-2025,14-01-2025,
36,89021425,ECONOMY ΧΛΩΡΙΟ ΛΕΜΟΝΙ 2LT,0.95,0.48,89021425_1.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,marketin,08-01-2025,14-01-2025,
37,89053152,ECONOMY ΥΓΡΟ ΠΙΑΤΩΝ ΛΕΜΟΝΙ 1L,0.99,0.99,89053152_1.jpg,1,Απορρυπαντικά Πιάτων,lt,,marketin,08-01-2025,14-01-2025,
37,89053153,ECONOMY ΥΓΡΟ ΠΙΑΤΩΝ ΞΥΔΙ 1L,0.99,0.99,89053153_1.jpg,1,Απορρυπαντικά Πιάτων,lt,,marketin,08-01-2025,14-01-2025,
38,89027337,ECONOMY ΡΟΛΟ ΚΟΥΖΙΝΑΣ 2Φ 765ΓΡ,2.35,3.07,89027337_1.jpg,1,Χαρτί Κουζίνας,kg,,marketin,08-01-2025,14-01-2025,
39,89012315,ORAL-B ΟΔΟΝΤΟΚΡΕΜΑ 1-2-3 MINT 75ML,0.95,12.67,89012315_1.jpg,0,Οδοντόκρεμα,kg,,marketin,08-01-2025,14-01-2025,
40,89006156,ECONOMY ΧΑΡΤΙ ΥΓΕΙΑΣ ΓΚΟΦΡΕ 8Τ 344ΓΡ,1.7,0.21,89006156_1.jpg,1,Χαρτί Υγείας,τμχ,,marketin,08-01-2025,14-01-2025,
41,89015536,ECONOMY ΣΕΡΒΙΕΤΕΣ ULTRA SUPER NIGHT 10T,0.99,0.1,89015536_1.jpg,1,Σερβιέτες ή Ταμπόν,τμχ,,marketin,08-01-2025,14-01-2025,
41,89015537,ECONOMY ΣΕΡΒΙΕΤΕΣ ULTRA REGULAR 10T,0.99,0.1,89015537_1.jpg,1,Σερβιέτες ή Ταμπόν,τμχ,,marketin,08-01-2025,14-01-2025,
42,89049280,ECONOMY ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ 500ΓΡ,0.95,1.9,89049280_1.jpg,1,Προϊόντα Βρώμης,kg,,marketin,08-01-2025,14-01-2025,
43,89053840,G&B ΣΑΜΠΟΥΑΝ ΕΥΑΙΣΘΗΤΑ ΜΑΛΛΙΑ 500ML,1.45,2.9,89053840_1.jpg,0,Σαμπουάν,lt,,marketin,08-01-2025,14-01-2025,
43,89067682,G&B ΣΑΜΠΟΥΑΝ ΓΙΑ ΒΑΜΜΕΝΑ ΜΑΛΛΙΑ 500ML,1.45,2.9,89067682_1.jpg,0,Σαμπουάν,lt,,marketin,08-01-2025,14-01-2025,
43,89067683,G&B ΣΑΜΠΟΥΑΝ ΤΑΛΑΙΠΩΡΗΜΕΝΑ ΜΑΛΛΙΑ 500ML,1.45,2.9,89067683_1.jpg,0,Σαμπουάν,lt,,marketin,08-01-2025,14-01-2025,
43,89067684,G&B ΣΑΜΠΟΥΑΝ ΓΙΑ ΚΑΝΟΝΙΚΑ ΜΑΛΛΙΑ 500ML,1.45,2.9,89067684_1.jpg,0,Σαμπουάν,lt,,marketin,08-01-2025,14-01-2025,
44,89030685,ΕΛΑΑ ΠΑΡΑΔΟΣΙΑΚΟ ΣΑΠΟΥΝΙ ΕΛΑΙΟΛΑΔΟ 100ΓΡ,0.35,3.5,89030685_1.jpg,0,Σαπούνι Στερεό,kg,,marketin,08-01-2025,14-01-2025,
45,89030987,ECONOMY ΓΕΡΟΝΤΙΚΗ ΠΑΝΑ Ν.2 15ΤΕΜ.,4.99,0.33,89030987_1.jpg,1,Πάνες Ακράτειας,τμχ,,marketin,08-01-2025,14-01-2025,
46,89049159,ECONOMY ΒΡΕΦΙΚΕΣ ΠΑΝΕΣ Ν.4 8-14 18Τ,2.99,0.17,89049159_1.jpg,1,Πάνες για Μωρά,τμχ,,marketin,08-01-2025,14-01-2025,
47,89069248,ECONOMY ΜΩΡΟΜΑΝΤΗΛΑ ΛΕΒΑΝΤΑ 72Τ,0.69,0.01,89069248_1.jpg,1,Μωρομάντηλα,τμχ,,marketin,08-01-2025,14-01-2025,
48,89069356,G&B ΠΑΙΔΙΚΟ ΣΑΜΠΟΥΑΝ ΧΑΜΟΜΗΛΙ 750ML,1.89,2.52,89069356_1.jpg,0,Σαμπουάν για Μωρά,lt,,marketin,08-01-2025,14-01-2025,
49,89027106,ECONOMY ΣΚΥΛΟΥ ΒΟΔΙΝΟ 405ΓΡ,0.59,1.46,89027106_1.jpg,1,Τροφή για Σκύλους,kg,,marketin,08-01-2025,14-01-2025,
50,89027595,ECONOMY ΓΑΤΑΣ ΠΑΤΕ ΜΕ ΣΟΛΩΜΟ 100ΓΡ,0.45,4.5,89027595_1.jpg,1,Τροφή για γάτες,kg,,marketin,08-01-2025,14-01-2025,
51,89016870,ECONOMY ΑΛΕΥΡΙ ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ 1Κ,0.69,0.69,89016870_1.jpg,1,Αλεύρι,kg,,marketin,08-01-2025,14-01-2025,
51,89027258,ΜΦΒ ΑΛΕΥΡΙ ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ 1ΚΙΛΟΥ,0.89,0.89,89027258_1.jpg,0,Αλεύρι,kg,,marketin,08-01-2025,14-01-2025,
53,14001005,ΕΝ ΕΛΛΑΔΙ ΠΑΡΙΖΑ ΦΟΡΜΑ ΤΟ ΚΙΛΟ,6.99,6.99,14001005_1.jpg,0,Πάριζα,kg,,marketin,08-01-2025,14-01-2025,
53,89035679,ECONOMY ΧΩΡ.ΓΛΟΥΤ ΠΑΡΙΖΑΚΙ 500ΓΡ 1.79Ε,1.5,3,89035679_1.jpg,1,Πάριζα,kg,,marketin,08-01-2025,14-01-2025,
54,89023770,ECONOMY ΓΑΛΑ ΜΑΚΡΑΣ ΔΙΑΡΚΕΙΑΣ ΠΛΗΡΕΣ 1L,0.95,0.95,89023770_1.jpg,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,marketin,08-01-2025,14-01-2025,
55,89023771,ECONOMY ΓΑΛΑ ΜΑΚΡΑΣ ΔΙΑΡΚΕΙΑΣ ΕΛΑΦΡΥ 1L,0.95,0.95,89023771_1.jpg,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,marketin,08-01-2025,14-01-2025,
56,89064872,ΜΦΒ ΛΕΥΚΟ ΟΡΕΙΝΟ ΤΟ ΚΙΛΟ,4.99,4.99,89064872_1.jpg,0,Λευκό τυρί,kg,,marketin,08-01-2025,14-01-2025,
57,89025424,ECONOMY ΚΟΚΚΙΝΑ ΦΑΣΟΛΙΑ 400ΓΡ,0.78,1.95,89025424_1.jpg,1,Φασόλια,kg,,marketin,08-01-2025,14-01-2025,
57,89029590,ECONOMY ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ ΕΙΣΑΓΩΓΗΣ 500ΓΡ,1.49,2.98,89029590_1.jpg,1,Φασόλια,kg,,marketin,08-01-2025,14-01-2025,
58,89023925,ΜΦΒ ΡΕΒΥΘΙΑ ΧΟΝΤΡΑ ΕΛΛΗΝΙΚΑ 500ΓΡ,1.79,3.58,89023925_1.jpg,0,Ρεβύθια,kg,,marketin,08-01-2025,14-01-2025,
58,89031418,ECONOMY ΡΕΒΥΘΙΑ ΧΟΝΔΡΑ ΕΙΣ.500ΓΡ,1.69,3.38,89031418_1.jpg,1,Ρεβύθια,kg,,marketin,08-01-2025,14-01-2025,
52,133055,ΦΑΡΜΑ ΕΛΑΣΣΟΝΑΣ ΚΙΜΑΣ ΒΟΕΙΟΣ ΝΩΠΟΣ 400G                     ,4.69,11.73,133055_E1.jpg,0,Μοσχάρι,kg,xmas,mymarket,08-01-2025,14-01-2025,
1,230403,AGRINO ΡΥΖΙ ΦΙΝΟ 500G                                       ,1.61,3.22,230403_E1.jpg,0,Ρύζι,Kg,,mymarket,08-01-2025,14-01-2025,
2,302000,MY GUSTO ΨΩΜΙ ΤΟΣΤ ΣΤΑΡΕΝΙΟ 680G                            ,1.35,1.99,302000_E1.jpg,1,Ψωμί για Tοστ,Kg,,mymarket,08-01-2025,14-01-2025,
2,351005,MY GUSTO ΨΩΜΙ ΤΟΣΤ ΣΤΑΡΕΝΙΟ 680G                            ,1.35,1.99,351005_E1.jpg,1,Ψωμί για Tοστ,Kg,,mymarket,08-01-2025,14-01-2025,
3,300020,ΒΟΣΙΝΑΚΗ ΦΟΥΡΝΙΣΜΑΤΑ ΣΤΑΡΕΝΙΟ 500G                          ,1.56,3.12,300020_E1.jpg,0,Ψωμί Φραντζόλα,Kg,,mymarket,08-01-2025,14-01-2025,
4,302014,ELITE ΦΡΥΓΑΝΙΕΣ CLASSIC ME ΣΙΚΑΛΗ 360G (3+1)                ,1.54,4.28,302014_E1.jpg,0,Φρυγανιές,Kg,,mymarket,08-01-2025,14-01-2025,
5,234705,MISKO ΣΠΑΓΓΕΤΙ  ΝΟ 6  500 G                                 ,0.83,1.66,234705_E1.jpg,0,Μακαρόνια Νο 6,Kg,,mymarket,08-01-2025,14-01-2025,
6,134069,ΣΠΑΛΑ ΧΟΙΡΙΝΗ ΝΩΠΗ ΧΩΡΙΣ ΚΟΚΑΛΟ  ΕΛΛΗΝΙΚΗ (ΤΙΜΗ ΚΙΛ )       ,6.09,6.09,134069_E1.jpg,0,Νωπό Χοιρινό,Kg,,mymarket,08-01-2025,14-01-2025,
7,137705,ΑΜΒΡΟΣΙΑΔΗΣ ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ ΕΛΛΗΝΙΚΟ Τ.Κ.                    ,2.99,2.99,137774_E1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,mymarket,08-01-2025,14-01-2025,
7,137711,ΑΡΤΑ ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ XYMA ΤΙΜΗ ΚΙΛΟΥ                ,2.99,2.99,137774_E2.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,mymarket,08-01-2025,14-01-2025,
8,102128,MY GUSTO ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑΣ ΚΑΠΝΙΣΤΟ (ΤΙΜΗ ΚΙΛΟΥ)            ,7.50,7.50,102128_E1.jpg,1,Γαλοπούλα,Kg,,mymarket,08-01-2025,14-01-2025,
8,102129,MY GUSTO ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑΣ ΒΡΑΣΤΟ (ΤΙΜΗ ΚΙΛ                 ,7.50,7.50,102129_E1.jpg,1,Γαλοπούλα,Kg,,mymarket,08-01-2025,14-01-2025,
8,104162,ΕΝ ΕΛΛΑΔΙ ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ ΤΟΣΤ (ΤΙΜΗ ΚΙΛ.)        ,11.12,11.12,104162_E1.jpg,0,Γαλοπούλα,Kg,,mymarket,08-01-2025,14-01-2025,
8,104188,ΕΝ ΕΛΛΑΔΙ GOURMET ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑΣ ΨΗΤΟ ΜΙΣΟ (ΤΙΜΗ ΚΙΛΟΥ)  ,13.26,13.26,104188_E1.jpg,0,Γαλοπούλα,Kg,,mymarket,08-01-2025,14-01-2025,
8,105776,ΕΝ ΕΛΛΑΔΙ ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑΣ ΒΡΑΣΤΗ ΤΟΣΤ(ΤΙΜΗ ΚΙΛΟΥ)         ,11.12,11.12,105776_E1.jpg,0,Γαλοπούλα,Kg,,mymarket,08-01-2025,14-01-2025,
9,144360,MY KOUZINA ΜΠΑΡΜΠΟΥΝΙΑ ΟΛΟΚΛΗΡΑ ΚΑΤΕΨΥΓΜΕΝΑ 900G            ,4.55,5.06,144360_E1.jpg,1,Ψάρια Κατεψυγμένα,Kg,,mymarket,08-01-2025,14-01-2025,
10,113133,MY FRESCO ΓΑΛΑ ΠΛΗΡΕΣ 1L                                    ,1.00,1.00,113133_E1.jpg,1,Γάλα Φρέσκο Πλήρες,lt,,mymarket,08-01-2025,14-01-2025,
10,113264,MY FRESCO ΓΑΛΑ ΠΛΗΡΕΣ 1L                                    ,1.00,1.00,113264_E1.jpg,1,Γάλα Φρέσκο Πλήρες,lt,,mymarket,08-01-2025,14-01-2025,
10,117551,ΤΡΙΚΚΗ ΓΑΛΑ ΠΛΗΡΕΣ 3.5% ΛΙΠ. 1L                             ,1.54,1.54,117551_E1.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,mymarket,08-01-2025,14-01-2025,
11,113132,MY FRESCO ΓΑΛΑ ΕΛΑΦΡΥ 1L                                    ,1.00,1.00,113132_E1.jpg,1,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,mymarket,08-01-2025,14-01-2025,
11,113265,MY FRESCO ΓΑΛΑ ΕΛΑΦΡΥ 1L                                    ,1.00,1.00,113265_E1.jpg,1,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,mymarket,08-01-2025,14-01-2025,
11,117482,ΤΡΙΚΚΗ ΓΑΛΑ ΕΛΑΦΡΥ 1% ΛΙΠ. 1L.                              ,1.54,1.54,117482_E1.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,mymarket,08-01-2025,14-01-2025,
12,250070,ΝΟΥΝΟΥ ΓΑΛΑ ΣΥΜΠΥΚΝΩΜΕΝΟ 400G (6ΤΕΜ)                        ,6.05,2.52,250070_E1.jpg,0,Γάλα Εβαπορέ,lt,,mymarket,08-01-2025,14-01-2025,
13,116697,COMPLET ΓΙΑΟΥΡΤΙ 10% ΛΙΠ. 190G(3ΤΕΜ-1.00)                   ,2.72,4.77,116697_E1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,mymarket,08-01-2025,14-01-2025,
13,117013,COMPLET ΟΙΚΟΓΕΝΕΙΑΚΟ ΓΙΑΟΥΡΤΙ 10% ΛΙΠΑΡΑ 1KG(-1.45)         ,3.06,3.06,117013_E1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,mymarket,08-01-2025,14-01-2025,
13,117279,ΝΟΥΝΟΥ ΓΙΑΟΥΡΤΙ ΣΤΡΑΓΓΙΣΤΟ 5% ΛΙΠΑΡΑ 200G(2+1 ΔΩΡΟ)         ,2.57,4.28,117279_E1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,mymarket,08-01-2025,14-01-2025,
13,117704,MY GUSTO ΓΙΑΟΥΡΤΙ ΣΤΡΑΓΓΙΣΤΟ 10% ΛΙΠΑΡΑ 1ΚG EL-ELGO 19.974  ,2.50,2.50,117704_E1.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,mymarket,08-01-2025,14-01-2025,
13,117837,MY GUSTO ΓΙΑΟΥΡΤΙ ΣΤΡΑΓ.10%ΛΙΠ. 200G(3TEM) EL-ELGO 19.974   ,1.75,2.92,117837_E1.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,mymarket,08-01-2025,14-01-2025,
14,116696,COMPLET ΕΠΙΔΟΡΠΙΟ ΓΙΑΟΥΡΤΙΟΥ 2% ΛΙΠΑΡΑ 190G(3ΤΕΜ-1.00)      ,2.72,4.77,116696_E1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,mymarket,08-01-2025,14-01-2025,
15,123918,ΦΕΤΑ AXAΪΑΣ Π.Ο.Π. ΒΑΡΕΛΙΣΙΑ (ΤΙΜΗ ΚΙΛΟΥ)                   ,9.95,9.95,123918_E1.jpg,0,Τυρί Φέτα,kg,,mymarket,08-01-2025,14-01-2025,
16,128431,MY GUSTO GOUDA ΦΕΤΕΣ 200G                                   ,1.90,9.50,128431_E1.jpg,1,Τυρί Γκούντα,kg,,mymarket,08-01-2025,14-01-2025,
17,125016,MILNER ΤΥΡΙ ΟΛΛΑΝΔΙΑΣ ΦΡΑΤΖΟΛΑ ΠΡΟΕΛ.Ε.Ε.(Τ.K.).            ,8.62,8.62,125016_E1.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,mymarket,08-01-2025,14-01-2025,
18,226015,KYKNOS ΣΥΜΠΥΚΝΩΜΕΝΟΣ ΧΥΜΟΣ ΤΟΜΑΤΑΣ 500G                     ,0.74,1.48,226015_E1.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,mymarket,08-01-2025,14-01-2025,
19,111099,MY KOUZINA ΑΥΓΑ 10ΑΔΑ 53-63G (M)                            ,2.00,0.20,111099_E1.jpg,1,Αυγά,τμχ,,mymarket,08-01-2025,14-01-2025,
